FID,file_name,impd_code,site_name,site_code,Contributo,Longitude,Latitude,Reference
605, , ,Mica Mountain,03_09B,Farris_CA,-110.5712025,32.21067123,Farris_et_al_2010
606, , ,Mica Mountain,03_09C,Farris_CA,-110.5709338,32.21478408,Farris_et_al_2010
607, , ,Mica Mountain,03_11B,Farris_CA,-110.537859,32.20393205,Farris_et_al_2010
608, , ,Mica Mountain,03_11C,Farris_CA,-110.5348268,32.20762872,Farris_et_al_2010
609, , ,Mica Mountain,03_11D,Farris_CA,-110.5367662,32.21019792,Farris_et_al_2010
610, , ,Mica Mountain,03_12B,Farris_CA,-110.52713,32.2063462,Farris_et_al_2010
611, , ,Mica Mountain,03_12C,Farris_CA,-110.5259052,32.20927356,Farris_et_al_2010
612, , ,Mica Mountain,03_13B,Farris_CA,-110.5629202,32.20627651,Farris_et_al_2010
613, , ,Mica Mountain,03_14B,Farris_CA,-110.5449665,32.19996135,Farris_et_al_2010
614, , ,Mica Mountain,03_14C,Farris_CA,-110.5543756,32.20252987,Farris_et_al_2010
615, , ,Mica Mountain,03_15C,Farris_CA,-110.5273822,32.19861581,Farris_et_al_2010
616, , ,Mica Mountain,03_15D,Farris_CA,-110.5302874,32.20516714,Farris_et_al_2010
617, , ,Mica Mountain,03_15E,Farris_CA,-110.5331163,32.19973772,Farris_et_al_2010
618, , ,Mica Mountain,03_17B,Farris_CA,-110.5378734,32.19898838,Farris_et_al_2010
619, , ,Mica Mountain,03_19B,Farris_CA,-110.542777,32.19012011,Farris_et_al_2010
620, , ,Mica Mountain,03_19C,Farris_CA,-110.5490928,32.19155013,Farris_et_al_2010
621, , ,Mica Mountain,03_20B,Farris_CA,-110.5356878,32.18434764,Farris_et_al_2010
622, , ,Mica Mountain,03_22B,Farris_CA,-110.5269593,32.17986774,Farris_et_al_2010
623, , ,Mica Mountain,03_22C,Farris_CA,-110.523016,32.17324022,Farris_et_al_2010
624, , ,Mica Mountain,MT,Farris_CA,-110.5412008,32.21818899,Farris_et_al_2010
625, , ,Mica Mountain,IS,Farris_CA,-110.5362222,32.22370994,Farris_et_al_2010
626, , ,Mica Mountain,NS,Farris_CA,-110.5462352,32.22394476,Farris_et_al_2010
627, , ,Mica Mountain,CH,Farris_CA,-110.5801286,32.20560409,Farris_et_al_2010
628, , ,Mica Mountain,HD,Farris_CA,-110.557522,32.21602791,Farris_et_al_2010
629, , ,Mica Mountain,MC1,Farris_CA,-110.5561189,32.20821949,Farris_et_al_2010
630, , ,Mica Mountain,FS,Farris_CA,-110.5527983,32.19983592,Farris_et_al_2010
631, , ,Mica Mountain,MC2,Farris_CA,-110.5510239,32.2070648,Farris_et_al_2010
632, , ,Mica Mountain,CC,Farris_CA,-110.5504095,32.21160038,Farris_et_al_2010
633, , ,Mica Mountain,DB,Farris_CA,-110.5439613,32.19729641,Farris_et_al_2010
634, , ,Mica Mountain,MM,Farris_CA,-110.5426445,32.21067941,Farris_et_al_2010
635, , ,Mica Mountain,ES,Farris_CA,-110.5279202,32.21173492,Farris_et_al_2010
636, , ,Mica Mountain,HV,Farris_CA,-110.5239388,32.17078085,Farris_et_al_2010
637, , ,Mica Mountain,FRL,Farris_CA,-110.567483,32.20759129,Farris_et_al_2010
638, , ,Mica Mountain,03_MCA,Farris_CA,-110.5475593,32.2107422,Farris_et_al_2010
639, , ,Mica Mountain,03_15B,Farris_CA,-110.5290294,32.19355193,Farris_et_al_2010
186, , ,Lake Winona Research Natural Area,LW,Flatley_WF,-92.937138,34.812139,Unpublished
187, , ,Devil's Knob-Devil's Backbone Natural Area,DK,Flatley_WF,-92.046769,36.009829,Unpublished
8,PGM.fhx,,Peggy Mesa,PGM,Guiterman_CH,-106.7954798,35.72287149,"Guiterman et al. 2015, Tree-Ring Research"
9,MPB.fhx,,Mesa Penabetosa,MPB,Guiterman_CH,-106.6866643,36.08938711,"Guiterman et al. 2018, Ecosystems"
10,RDC.fhx,,Redondo Creek,RDC,Guiterman_CH,-106.5913772,35.87604087,"Guiterman et al. 2018, Ecosystems"
11,SNN.fhx,,Senorito North,SNN,Guiterman_CH,-106.8613277,36.00373341,"Guiterman et al. 2018, Ecosystems"
12,SNS.fhx,,Senorito South,SNS,Guiterman_CH,-106.8658354,35.9785238,"Guiterman et al. 2018, Ecosystems"
13,SPC.fhx,,San Pablo Canyon,SPC,Guiterman_CH,-106.8471323,35.96639851,"Guiterman et al. 2018, Ecosystems"
156,CER.fhx,CER,Chuska East Ridge,CER,Guiterman_CH,-108.8490855,36.0767165,Guiterman et al. 2019
214,DKL_revised.fhx,DKL,Duck Lake,DKL,Guiterman_CH,-108.9063162,36.12385502,Guiterman et al. 2019
228,FFe_07-01-18_1.fhx,FFe,Falling Irons ,FFe,Guiterman_CH,-109.0323041,36.17913561,Guiterman et al. 2019
317,KCS.fhx,KCS,Kailcheebito Spring ,KCS,Guiterman_CH,-109.1474016,35.93260262,Guiterman et al. 2019
372,MCS-U.fhx,MCU,Monument Canyon Upper ,MCU,Guiterman_CH,-109.2829551,35.996924,Guiterman et al. 2019
395,MPB.fhx,MPB,Mesa Penabetosa,MPB,Guiterman_CH,-106.6866643,36.08938711,"Guiterman et al. 2018, Ecosystems"
428,NBC.fhx,NBC,Natural Bridges Canyon ,NBC,Guiterman_CH,-109.1493192,35.71060411,Guiterman et al. 2019
513,PCS.fhx,PCS,Pine Canyon South ,PCS,Guiterman_CH,-109.3401856,35.57216351,Guiterman et al. 2019
522,PGM.fhx,PGM,Peggy Mesa,PGM,Guiterman_CH,-106.7954798,35.72287149,"Guiterman et al. 2015, Tree-Ring Research"
532,PNH_3-14-18_1.fhx,PNH,Piney Hill ,PNH,Guiterman_CH,-109.179202,35.75119527,Guiterman et al. 2019
564,RDC.fhx,RDC,Redondo Creek,RDC,Guiterman_CH,-106.5913772,35.87604087,"Guiterman et al. 2018, Ecosystems"
608,S&S.fhx,S&S,Savage & Swetnam,S&S,Guiterman_CH,-108.9532603,36.15451725,Guiterman et al. 2019
639,SNN.fhx,SNN,Senorito North,SNN,Guiterman_CH,-106.8613277,36.00373341,"Guiterman et al. 2018, Ecosystems"
641,SNS.fhx,SNS,Senorito South,SNS,Guiterman_CH,-106.8658354,35.9785238,"Guiterman et al. 2018, Ecosystems"
645,SPC.fhx,SPC,San Pablo Canyon,SPC,Guiterman_CH,-106.8471323,35.96639851,"Guiterman et al. 2018, Ecosystems"
648,SQN.fhx,SQN,Squirrel Springs North ,SQN,Guiterman_CH,-108.8841841,35.91749822,Guiterman et al. 2019
661,SWW.fhx,SWW,Scattered Willow Wash ,SWW,Guiterman_CH,-109.2252104,35.79067235,Guiterman et al. 2019
670,TLK_10-24-18_1.fhx,TLK,Tohatchi Lookout,TLK,Guiterman_CH,-108.8377304,35.93429719,Guiterman et al. 2019
188, , ,Big Pine Key,BPK,Harley_GL,-81.378881,24.707031,Harley et al. 2013
189, , ,No Name Key,NNK,Harley_GL,-81.327185,24.695996,Harley et al. 2014
190, , ,Fern Gulley Ridge,FGR,Harley_GL,-89.04,31.17,White and Harley 2016
191, , ,Death Scar Valley,DSV,Harley_GL,-89.03,30.95,White and Harley 2017
192, , ,King's Creek,KCP,Harley_GL,-112.266649,37.644985,Unpublished
193, , ,Dugout Riparian,DUG,Harley_GL; Heyerdahl_E,-118.226269,44.110225,"Harley et al, in review"
184, , ,Pike Knob Preserve, ,Hessl_AH,-79.43833333,38.6675, Hessl et al. 2011
90, , ,Black Bear,BBE,Heyerdahl_EK,-119.7066485,44.40161481,"Heyerdahl, E.K., R.A. Loehman, D.A. Falk. 2019.  A multi-century history of fire regimes along a transect of mixed-conifer forests in central Oregon, USA.  Canadian Journal of Forest Research.  49: 76-86.  doi.org/10.1139/cjfr-2018-0193"
92, , ,Brush Creek,BRU,Heyerdahl_EK,-120.2908646,44.33380134,unpublished
93, , ,Dead Log,DLL,Heyerdahl_EK,-120.9160053,43.61907246,unpublished
94, , ,Duncan Butte,DUN,Heyerdahl_EK,-120.447094,44.3519111,unpublished
95, , ,Glaze Meadow,GLZ,Heyerdahl_EK,-121.6308825,44.35764448,unpublished
96, , ,Green Ridge,GRR,Heyerdahl_EK,-121.5762783,44.58633879,"Heyerdahl, E.K., R.A. Loehman, D.A. Falk. 2019.  A multi-century history of fire regimes along a transect of mixed-conifer forests in central Oregon, USA.  Canadian Journal of Forest Research.  49: 76-86.  doi.org/10.1139/cjfr-2018-0193"
97, , ,Happy Camp,HAP,Heyerdahl_EK,-119.9993818,44.38966654,unpublished
98, , ,Independence Mine,IND,Heyerdahl_EK,-120.3536738,44.34502344,unpublished
99, , ,McKay Creek,KAY,Heyerdahl_EK,-120.6456344,44.48535287,"Heyerdahl, E.K., R.A. Loehman, D.A. Falk. 2019.  A multi-century history of fire regimes along a transect of mixed-conifer forests in central Oregon, USA.  Canadian Journal of Forest Research.  49: 76-86.  doi.org/10.1139/cjfr-2018-0193"
100, , ,Lytle Creek,LYT,Heyerdahl_EK,-120.2919181,44.27838521,"Heyerdahl, E.K., R.A. Loehman, D.A. Falk. 2019.  A multi-century history of fire regimes along a transect of mixed-conifer forests in central Oregon, USA.  Canadian Journal of Forest Research.  49: 76-86.  doi.org/10.1139/cjfr-2018-0193"
101, , ,Tepee Draw,OSA,Heyerdahl_EK,-121.0332641,43.78831558,unpublished
103, , ,Potholes,POT,Heyerdahl_EK,-120.9437589,43.73081809,"Heyerdahl, E.K., R.A. Loehman, D.A. Falk.  2014.  Mixed-severity fire in lodgepole-dominated forests:  Are historical regimes sustainable on Oregon's Pumice Plateau, USA?  Canadian Journal of Forest Research.  44: 593???603.  doi.org/10.1139/cjfr-2013-04"
104, , ,Sheridan Mountain,SHR,Heyerdahl_EK,-121.7061418,43.89350563,unpublished
105, , ,Slough,SLO,Heyerdahl_EK,-121.4727536,43.93364494,"Merschel, A.G., Heyerdahl, E.K., Spies, T.A., and Loehman, R.A.  2018.  Influence of landscape structure, topography, and forest type on spatial variation in historical fire regimes, central Oregon, USA.  Landscape Ecology.  33:1195-1209.  doi.org/10.100"
106, , ,Sheridan Southeast,SSE,Heyerdahl_EK,-121.6663637,43.88886688,unpublished
107, , ,Tenderfoot Creek Experimental Forest,TEF,Heyerdahl_EK,-110.891874,46.925821,not available until late 2021
194, , ,Dry Cabin Creek,DCA,Johnston_JD,-119.4049685,44.35235001,Johnston et al. 2017
195, , ,Myrtle Creek,MYR,Johnston_JD,-119.0897,43.94673436,Johnston et al. 2017
196, , ,Reynolds Creek,REY,Johnston_JD,-118.4943667,44.42625778,Johnston et al. 2017
197, , ,Stink Creek,STI,Johnston_JD,-118.3757375,44.20458056,Johnston et al. 2017
198, , ,Malheur River,MAL,Johnston_JD,-118.5785722,44.08272888,Johnston et al. 2017
199, , ,North Fork Malheur,NMA,Johnston_JD,-118.3860013,44.19807948,Johnston et al. 2017
200, , ,Deerborn Creek,DEE,Johnston_JD,-118.5737667,44.58900778,Johnston et al. 2017
201, , ,Thompson Creek,THO,Johnston_JD,-118.9784872,44.52088847,Johnston et al. 2017
202, , ,Jugow Creek,JUG,Johnston_JD,-118.961075,44.57939546,Johnston et al. 2017
203, , ,Crane Creek,CRA,Johnston_JD,-118.4796921,44.10453651,Johnston et al. 2017
204, , ,Big Mosquito,BMO,Johnston_JD,-118.8265579,44.73960684,Johnston et al. 2017
205, , ,Canyon Creek,CAN,Johnston_JD,-118.883905,44.27305724,Johnston et al. 2017
206, , ,Lake Creek,LAK,Johnston_JD,-118.643475,44.20955625,Johnston et al. 2017
207, , ,Ragged Ruby Site 14,RR14,Johnston_JD,-118.6893978,44.59867889,Johnston et al. 2018
208, , ,Ragged Ruby Site 16,RR16,Johnston_JD,-118.6573053,44.613374,Johnston et al. 2018
209, , ,Ragged Ruby Site 17,RR17,Johnston_JD,-118.685372,44.62168149,Johnston et al. 2018
210, , ,Ragged Ruby Site 18,RR18,Johnston_JD,-118.66103,44.63069833,Johnston et al. 2018
211, , ,Ragged Ruby Site 19,RR19,Johnston_JD,-118.6353339,44.63654753,Johnston et al. 2018
212, , ,Winberry Creek,WIN,Johnston_JD,-122.5156204,43.8568963,Johnston et al. in prep.
213, , ,Rigdon Site 1,RG1,Johnston_JD,-122.487263,43.49361667,Johnston et al. in prep.
214, , ,Rigdon Site 2,RG2,Johnston_JD,-122.4355021,43.49045833,Johnston et al. in prep.
215, , ,Rigdon Site 3,RG3,Johnston_JD,-122.3926269,43.49017777,Johnston et al. in prep.
216, , ,Rigdon Site 4,RG4,Johnston_JD,-122.3378042,43.49424168,Johnston et al. in prep.
217, , ,Rigdon Site 5,RG5,Johnston_JD,-122.5932042,43.52430696,Johnston et al. in prep.
218, , ,Rigdon Site 6,RG6,Johnston_JD,-122.4423021,43.52509166,Johnston et al. in prep.
219, , ,Rigdon Site 7,RG7,Johnston_JD,-122.3933852,43.52771667,Johnston et al. in prep.
220, , ,Rigdon Site 8,RG8,Johnston_JD,-122.3576524,43.53072617,Johnston et al. in prep.
221, , ,Rigdon Site 9,RG9,Johnston_JD,-122.4811125,43.56018333,Johnston et al. in prep.
222, , ,Rigdon Site 0,RG10,Johnston_JD,-122.4497056,43.559275,Johnston et al. in prep.
223, , ,Rigdon Site 1,RG11,Johnston_JD,-122.39382,43.56386998,Johnston et al. in prep.
224, , ,Rigdon Site 2,RG12,Johnston_JD,-122.3464617,43.56420166,Johnston et al. in prep.
225, , ,Rigdon Site 3,RG13,Johnston_JD,-122.4994479,43.59197501,Johnston et al. in prep.
226, , ,Rigdon Site 4,RG14,Johnston_JD,-122.4479095,43.59665356,Johnston et al. in prep.
227, , ,Rigdon Site 5,RG15,Johnston_JD,-122.4017021,43.59838334,Johnston et al. in prep.
228, , ,Rigdon Site 6,RG16,Johnston_JD,-122.3513683,43.60429834,Johnston et al. in prep.
108, , , ,BORE,Kertis_J,-123.446664,44.493114,not available until late 2021
109, , , ,BUAS1,Kertis_J,-123.57289,44.995958,not available until late 2021
110, , , ,HESU1,Kertis_J,-123.365244,43.822202,not available until late 2021
111, , , ,HESU2,Kertis_J,-123.365348,43.800046,not available until late 2021
112, , , ,BOBA,Kertis_J,-123.173216,43.848206,not available until late 2021
113, , , ,LAMO,Kertis_J,-123.149957,43.886102,not available until late 2021
114, , , ,TITW,Kertis_J,-123.440844,45.27588,not available until late 2021
115, , , ,BUAS2,Kertis_J,-123.566095,44.995362,not available until late 2021
116, , , ,HOHE,Kertis_J,-122.34921,45.138906,not available until late 2021
117, , , ,RADA,Kertis_J,-122.987566,44.203269,not available until late 2021
118, , ,Platte Plains,PLP,Kipfmueller_KF,-86.073367,44.72915,Kipfmueller 2019
119, , ,Good Harbor,GHR,Kipfmueller_KF,-85.855171,44.935999,Kipfmueller 2019
120, , ,Brule River Properties,BRP,Kipfmueller_KF,-91.601818,46.503305,Martin 2019
121, , ,Cedar Island Estate,CIS,Kipfmueller_KF,-91.605982,46.448197,Martin 2019
122, , ,Brule Historic Portage,BHP,Kipfmueller_KF,-91.771273,46.384583,Martin 2019
123, , ,Stockton Island,STO,Kipfmueller_KF,-90.552121,46.92267,Kipfmueller 2019
124, , ,Voyagers NP,VNP,Kipfmueller_KF,-92.631622,48.449096,Kipfmueller et al. 2017
125, , ,Star Island,STR,Kipfmueller_KF,-94.578296,47.418361,Kipfmueller unpubl.
73, , ,Mill Mountain,MM,Lafon_CW,-79.644,37.888,Aldrich et al. 2010
74, , ,Kelley Mountain,KM,Lafon_CW,-79.038,37.932,Aldrich et al. 2014
75, , ,Reddish Knob,RK,Lafon_CW,-79.164,38.449,Aldrich et al. 2014
76, , ,Brush Mountain,BM,Lafon_CW,-80.401,37.304,DeWeese 2007
77, , ,Griffith Knob,GK,Lafon_CW,-81.23,37.012,DeWeese 2007
78, , ,Little Walker Mountain,LW,Lafon_CW,-80.951,37.065,DeWeese 2007
79, , ,North Mountain,NM,Lafon_CW,-80.132,37.395,DeWeese 2007
80, , ,House Mountain,KHM,Lafon_CW,-83.771,36.108,Flatley et al. 2013
81, , ,Licklog Ridge,LL,Lafon_CW,-83.827,35.559,Flatley et al. 2013
82, , ,Linville Mountain,LM,Lafon_CW,-81.927,35.92,Flatley et al. 2013
83, , ,Peters Mountain,PM,Lafon_CW,-80.805,37.355,Hoss et al. 2008
84, , ,Gold Mine Trail,GMT,Lafon_CW,-83.9,35.633,LaForest 2012
85, , ,Pine Mountain,PMT,Lafon_CW,-83.916,35.616,LaForest 2012
86, , ,Rabbit Creek Trail,RCT,Lafon_CW,-83.916,35.6,LaForest 2012
450, , ,GSMNP,GSMNP,Lafon_CW_et.al,-83.564,35.648,Armbrister (2002)
451, , ,CRX,CRX,Lafon_CW_et.al,-83.848,35.603,Feathers (2010)
452, , ,CRT,CRT,Lafon_CW_et.al,-83.857,35.619,Feathers (2010)
453, , ,GSMNP,GSMNP,Lafon_CW_et.al,-83.489,35.609,Harmon (1982)
454, , ,Pike Knob,PKN,Lafon_CW_et.al,-79.438,38.667,Hessl and others (2011)
455, , ,Pike Knob,PKN,Lafon_CW_et.al,-79.438,38.667,Hessl and others (2011)
456, , ,Pike Knob,PKN,Lafon_CW_et.al,-79.438,38.667,Hessl and others (2011)
457, , ,REMA,REMA,Lafon_CW_et.al,-82.385,39.209,Hutchinson and others (2008)
458, , ,Zaleski,ZAL,Lafon_CW_et.al,-82.866,39.356,Hutchinson and others (2008)
459, , ,Tar Hollow,TH,Lafon_CW_et.al,-82.77,39.33,Hutchinson and others (2008)
460, , ,Endless Wall,EW,Lafon_CW_et.al,-81.059,38.054,Maxwell and Hicks (2010)
461, , ,Eagle Mill,EAG,Lafon_CW_et.al,-82.72,39.34,McEwan and others (2007)
462, , ,Watch Rock,WAT,Lafon_CW_et.al,-82.38,39.2,McEwan and others (2007)
463, , ,Ball Diamond,BDS,Lafon_CW_et.al,-82.41,39.19,McEwan and others (2007)
464, , ,Arch Rock,ARC,Lafon_CW_et.al,-82.38,39.19,McEwan and others (2007)
465, , ,Raccoon Creek,RAC,Lafon_CW_et.al,-82.39,39.17,McEwan and others (2007)
466, , ,Shawnee,SHA,Lafon_CW_et.al,-83.21,38.68,McEwan and others (2007)
467, , ,Road Branch,ROA,Lafon_CW_et.al,-83.38,38.24,McEwan and others (2007)
468, , ,Dickerson Hollow,DIC,Lafon_CW_et.al,-83.59,38.11,McEwan and others (2007)
469, , ,Silver Creek,SIL,Lafon_CW_et.al,-84.25,37.54,McEwan and others (2007)
470, , ,Big Everidge Hollow,BEH,Lafon_CW_et.al,-83,37.083,McEwan and others (2013)
471, , ,Pike Knob,PKN,Lafon_CW_et.al,-79.438,38.667,Schuler and McClain (2003)
472, , ,Big Savage Mountain,BSM,Lafon_CW_et.al,-79.119,39.511,Shumway and others (2001)
473, , ,REMA,REMA,Lafon_CW_et.al,-82.4,39.15,Sutherland and others (1997)
229, , ,Cedar Creek Ecosystem Science Reserve,CCESR,Larson_ER,-93.202365,45.412455,Leys et al 2019
230, , ,"Crooked Lake, Crow Wing County",CROOKED,Larson_ER,-93.902276,46.37526,NA
231, , ,University of Minnesota Cloquet Forestry Center,CFC,Larson_ER,-92.5313,46.692867,NA
232, , ,Castle Mound Pine Forest State Natural Area,CM,Larson_ER,-90.822263,44.280512,Larson and Green 2017
239, , ,Waste House Run East,WHE,Lawrence_N; Saladyga_T,-76.156942,40.840098,Saladyga and Standlee 2018 (https://doi.org/10.3390/fire1020033)
0,CAEfs.fhx, ,Cerro del Aire East,CAE,Lopez_ML,-105.8765542,36.72883007,"Lopez et al., in prep"
1,CAWfs.fhx, ,Cerro del Aire West,CAW,Lopez_ML,-105.9025502,36.73997377,"Lopez et al., in prep"
2,GMNfs.fhx, ,Guadalupe Mountain North,GMN,Lopez_ML,-105.6308887,36.74119252,"Lopez et al., in prep"
3,GMSfs.fhx, ,Guadalupe Mountain South,GMS,Lopez_ML,-105.6559776,36.71860079,"Lopez et al., in prep"
4,CMOfs.fhx, ,Cerro Montoso,CMO,Lopez_ML,-105.76038,36.67712282,"Lopez et al., in prep"
5,MOSfs.fhx, ,Montoso South,MOS,Lopez_ML,-105.764721,36.6698438,"Lopez et al., in prep"
6,CDEfs.fhx, ,Cerro de la Olla East,CDE,Lopez_ML,-105.7737304,36.76669025,"Lopez et al., in prep"
7,CDOfs.fhx, ,Cerro de la Olla,CDO,Lopez_ML,-105.7907404,36.74372126,"Lopez et al., in prep"
14,row_central.fhx,,Rowe Mesa central plot,ROW1,Margolis_EQ,-105.6390476,35.38809524,Margolis 2014
15,row_east.fhx,,Rowe Mesa east plot,ROW2,Margolis_EQ,-105.524,35.387,Margolis 2014
16,row_north.fhx,,Rowe Mesa north plot,ROW3,Margolis_EQ,-105.7563636,35.53,Margolis 2014
17,row_northeast.fhx,,Rowe Mesa northeast plot,ROW4,Margolis_EQ,-105.66,35.46,Margolis 2014
18,row_northwest.fhx,,Rowe Mesa northwest plot,ROW5,Margolis_EQ,-105.72,35.45,Margolis 2014
19,row_south.fhx,,Rowe Mesa south plot,ROW6,Margolis_EQ,-105.52,35.26033333,Margolis 2014
20,row_southcentral.fhx,,Rowe Mesa southcentral plot,ROW7,Margolis_EQ,-105.5528571,35.32,Margolis 2014
21,BACfs.fhx,,Bales Canyon SFNF,BAC,Margolis_EQ,-106.7977474,35.82014222,"Margolis et al., in prep"
22,BLCfs.fhx,,Bell Lawrence Canyon SFNF,BLC,Margolis_EQ,-106.7441579,35.97208814,"Margolis et al., in prep"
23,BQCfs.fhx,,Barranque??os Creek SFNF,BQC,Margolis_EQ,-106.5349385,36.09946631,"Margolis et al., in prep"
24,BRCfs.fhx,,Bear Canyon SFNF,BRC,Margolis_EQ,-106.6742747,35.92016683,"Margolis et al., in prep"
25,BSTfs.fhx,,Bear Springs Trail,BST,Margolis_EQ,-106.5143914,35.7471086,"Margolis et al., in prep"
26,CPSfs.fhx,,Caballo Peak South,CPS,Margolis_EQ,-106.3573625,35.9442976,"Margolis et al., in prep"
27,CYB.fhx,,Coyote Bluff SFNF,CYB,Margolis_EQ,-106.6336882,36.10962577,"Margolis et al., in prep"
28,CYC.fhx,,"Coyote Creek, SFNF",CYC,Margolis_EQ,-106.602697,36.0534627,"Margolis et al., in prep"
29,ELF.fhx,,East Lake Fork SFNF,ELF,Margolis_EQ,-106.6690475,35.87216422,"Margolis et al., in prep"
30,HMEfs.fhx,,Holiday Mesa East SFNF,HME,Margolis_EQ,-106.7329088,35.79927863,"Margolis et al., in prep"
31,JCEfs.fhx,,Joaquin Canyon East SFNF,JCE,Margolis_EQ,-106.8033485,35.7785856,"Margolis et al., in prep"
32,LHVfs.fhx,,Lower Heavens,LHV,Margolis_EQ,-106.3132665,35.94519973,"Margolis et al., in prep"
33,MPCfs.fhx,,Middle Paliza Canyon,MPC,Margolis_EQ,-106.5624551,35.74726021,"Margolis et al., in prep"
34,MRI.fhx,,Middle Rio de los Indios SFNF,MRI,Margolis_EQ,-106.483739,36.01243312,"Margolis et al., in prep"
35,MSCfs.fhx,,Middle Santa Clara Canyon,MSC,Margolis_EQ,-106.3510291,35.97729187,"Margolis et al., in prep"
36,MSP.fhx,,Mostillo Springs SFNF,MSP,Margolis_EQ,-106.5734446,36.1321743,"Margolis et al., in prep"
37,OJI.fhx,,North Fork Rio Ojitos SFNF,OJI,Margolis_EQ,-106.754706,35.92136255,"Margolis et al., in prep"
38,PALfs.fhx,,Paliza Rx Unit SFNF,PAL,Margolis_EQ,-106.5776581,35.71275075,"Margolis et al., in prep"
39,PERfs.fhx,,Peralta Canyon SFNF,PER,Margolis_EQ,-106.5069151,35.7698233,"Margolis et al., in prep"
40,PNEfs.fhx,,Peralta Canyon North East SFNF,PNE,Margolis_EQ,-106.5026265,35.80395433,"Margolis et al., in prep"
41,SBN.fhx,,Smokey Bear [Hill] North SFNF,SBN,Margolis_EQ,-106.8203568,35.88743967,"Margolis et al., in prep"
42,SJCfs.fhx,,San Juan Canyon SFNF,SJC,Margolis_EQ,-106.6220261,35.75167216,"Margolis et al., in prep"
43,TWS.fhx,,Tom W. Swetnam House SFNF,TWS,Margolis_EQ,-106.684106,35.8172294,"Margolis et al., in prep"
44,USAfs.fhx,,Upper San Antonio VALL,USA,Margolis_EQ,-106.4473046,35.94756737,"Margolis et al., in prep"
45,UWCfs.fhx,,Upper Water Canyon SFNF,UWC,Margolis_EQ,-106.6352812,35.90062615,"Margolis et al., in prep"
46,VCWfs.fhx,,Vega Cochina West SFNF,VCW,Margolis_EQ,-106.6457619,36.05419561,"Margolis et al., in prep"
47,ALIfs.fhx, ,Alamitos Ridge,ALI,Margolis_EQ,-105.7456106,35.64925712,Margolis in prep
48,AYAfs.fhx, ,Atalaya,AYA,Margolis_EQ,-105.8743754,35.66435507,Margolis in prep
49,DCCfs.fhx, ,Deer Creek Canyon,DCC,Margolis_EQ,-105.798791,35.61763383,Margolis in prep
50,HCEfs.fhx, ,Hagen Canyon,HCE,Margolis_EQ,-105.7545289,35.62023087,Margolis in prep
51,LCRfs.fhx, ,La Cueva Ridge,LCR,Margolis_EQ,-105.7875699,35.65262465,Margolis in prep
52,SPEfs.fhx, ,Sierra Pelada,SPE,Margolis_EQ,-105.8655682,35.64821308,Margolis in prep
53,BTN1.fhx,,West-S Sangres BTN1 plot,BTN1,Margolis_EQ,-105.8355564,35.75267395,Margolis unpublished
54,BTN4.fhx,,West-S Sangres BTN4 plot,BTN4,Margolis_EQ,-105.8281846,35.75463642,Margolis unpublished
55,BTN5.fhx,,West-S Sangres BTN5 plot,BTN5,Margolis_EQ,-105.8242583,35.76231624,Margolis unpublished
56,BTS2.fhx,,West-S Sangres BTS2 plot,BTS2,Margolis_EQ,-105.8315293,35.76992437,Margolis unpublished
57,BTS4.fhx,,West-S Sangres BTS4 plot,BTS4,Margolis_EQ,-105.8193279,35.77472242,Margolis unpublished
58,LTS3.fhx,,West-S Sangres LTS3 plot,LTS3,Margolis_EQ,-105.8385771,35.73840069,Margolis unpublished
59,LTS4.fhx,,West-S Sangres LTS4 plot,LTS4,Margolis_EQ,-105.8312166,35.74661844,Margolis unpublished
60,RCN2.fhx,,West-S Sangres RCN2 plot,RCN2,Margolis_EQ,-105.8328321,35.77625183,Margolis unpublished
61,RCS2.fhx,,West-S Sangres RCS2 plot,RCS2,Margolis_EQ,-105.835186,35.78703017,Margolis unpublished
62,RCS6.fhx,,West-S Sangres RCS6 plot,RCS6,Margolis_EQ,-105.8501897,35.78940343,Margolis unpublished
63,lgr1.fs.fhx,,Los Griegos Plot 1,LGR1,Margolis_EQ,-106.5521365,35.80067622,"Margolis&Malevich2016, FEM"
64,lgr2.fs.fhx,,Los Griegos Plot 2,LGR2,Margolis_EQ,-106.5507561,35.80120266,"Margolis&Malevich2016, FEM"
65,oac2.fs.fhx,,Oat Canyon Plot 2,OAC2,Margolis_EQ,-106.6739924,35.9369639,"Margolis&Malevich2016, FEM"
66,oac3.fs.fhx,,Oat Canyon Plot 3,OAC3,Margolis_EQ,-106.673516,35.93683908,"Margolis&Malevich2016, FEM"
67,rbs1.fs.fhx,,Redondo Border South plot 1,RBS1,Margolis_EQ,-106.5824688,35.89750891,"Margolis&Malevich2016, FEM"
68,rbs3.fs.fhx,,Redondo Border South plot 3,RBS3,Margolis_EQ,-106.5818019,35.89791818,"Margolis&Malevich2016, FEM"
69,ssp1.fs.fhx,,Seven Springs Plot 1,SSP1,Margolis_EQ,-106.7185335,35.90064281,"Margolis&Malevich2016, FEM"
70,ssp2.fs.fhx,,Seven Springs Plot 2,SSP2,Margolis_EQ,-106.7179526,35.90290621,"Margolis&Malevich2016, FEM"
71,twc2.fs.fhx,,Twin Cabins plot 2,TWC2,Margolis_EQ,-106.6415445,35.98685893,"Margolis&Malevich2016, FEM"
